1,127389
2,46850
3,24986
4,15777
5,10642
6,7814
7,6171
8,4757
9,4011
10,3133
11,2721
12,2340
13,2009
14,1669
15,1498
17,1325
16,1430
19,927
18,1093
21,731
20,871
23,655
22,732
25,498
24,593
27,486
26,576
29,359
28,450
31,341
30,356
34,273
35,248
32,289
33,287
38,222
39,186
36,221
37,245
42,176
43,144
40,165
41,160
46,124
47,122
44,151
45,119
51,81
50,103
49,93
48,99
55,79
54,88
53,87
52,90
59,56
58,69
57,60
56,74
63,39
62,50
61,57
60,38
68,40
69,43
70,41
71,38
64,34
65,45
66,58
67,36
76,32
77,23
78,17
79,31
72,27
73,32
74,29
75,30
85,15
84,16
87,20
86,22
81,24
80,16
83,15
82,29
93,13
92,19
95,17
94,11
89,16
88,13
91,13
90,14
102,10
103,10
100,10
101,10
98,9
99,11
96,11
97,11
110,12
111,7
108,6
109,5
106,6
107,6
104,8
105,9
119,7
118,6
117,8
116,4
115,8
114,8
113,6
112,1
127,2
126,6
125,3
124,3
123,4
122,2
121,2
120,5
137,1
136,3
139,2
138,1
141,2
140,5
143,2
142,2
129,5
128,1
131,2
130,6
133,5
132,5
135,3
134,6
152,1
154,1
155,3
156,4
157,6
158,3
159,2
144,1
145,3
146,1
147,3
148,5
149,1
150,2
151,1
170,1
169,1
168,2
175,2
174,1
173,3
172,2
162,1
161,1
160,2
167,2
166,1
164,7
186,1
187,2
185,1
191,1
189,2
179,1
176,2
177,2
182,2
183,3
180,1
181,1
204,1
206,2
201,1
200,1
196,2
199,1
198,2
192,3
194,1
220,1
219,1
213,2
214,1
215,1
210,2
235,1
232,1
231,1
226,1
253,2
249,2
240,1
267,1
271,1
305,1
312,1
296,1
297,1
298,1
324,1
335,1
381,1
383,1
378,1
